20040824	NAME	WEIGHT	DESC	AAPO	YPD	Wort	RafA	Lova	HygB	GlyE	Calc	Caff	AntA	ActD	Alk-5g	Alk-15g	AraC	Arn	Ars	Ben	Bleo	Cis1	Cis4	CPTa	CPTc	Dox	Gal-5g	Gal-15g	H2O2	HU	Ida	IR	Lys	Mech	Mel	Min-5g	Min-15g	MMC	MMS	NaCl-5g	NaCl-15g	Nys-5g	Nys-15g	Oxa	SC	Sorb-5g	Sorb-15g	Thr	Tpt	TPZ	Trp	UVA	UVB	UVC
YOR269W	PAC1	1	nuclear migration (sensu Saccharomyces)*	-0.332	0.067	-0.127	-0.061	0.001	-0.154	-0.153	-0.519	-0.246	-0.031	0.056	-0.081	-0.248	0.047	-0.06	0.191	-0.024	-0.082	-0.124	-0.062	0.022	0.03	0.07	0.083	-0.078	-0.626	-0.099	-0.255	0.002	-0.126	-0.005	0.024	-0.414	-0.173	-0.117	-0.053	-0.016	0.033	-0.08	-0.121	-0.094	-0.135	-0.406	-0.694	-0.073	0.003	-0.036	-0.12	0.294	-0.041	-0.104
YOR286W	FMP31	1	unknown function	0.098	-0.322	0.128	-0.068	0.231	-0.082	0.064	0.066	-0.012	0.089	0.067	-0.018	0.136	0.149	-0.013	0.103	0.172	-0.068	-0.063	-0.062	-0.1	0.016	-0.004	-0.021	0.253	0.195	-0.185	0.229	0.128	-0.229	-0.118	0.154	-0.137	0.028	-0.049	0.111	0.093	0.481	-0.128	0.037	-0.131	-0.154	-0.264	-0.063	-0.139	-0.032	0.047	-0.187	-0.192	-0.04	0.077
YPL163C	SVS1	1	response to chemical substance	-0.37	0.139	-0.23	-0.033	-0.183	-0.043	0.259	0.199	-0.118	0.32	-0.037	0.247	0.183	-0.186	-0.013	0.131	-0.037	0.045	-0.045	-0.062	-0.057	0.021	-0.003	0.205	0.118	-0.313	-0.109	-0.168	-0.025	0.01	0.142	-0.006	-0.211	-0.004	-0.037	-0.122	0.188	0.038	0.052	-0.073	0.021	-0.021	-0.228	-0.504	0.011	-0.019	-0.149	0.006	0.133	0.008	-0.037
YPL241C	CIN2	1	microtubule-based process	0.217	-0.367	0.148			-0.072			0.288		-0.123	-0.088	-0.659		-0.436		-1.125	0.083	0.002	-0.062	0.347	0.285	0.136	0.183	0.088	0.047	0.028	0.014	0.29	-0.118	-0.146	0.189	0.192	0.36	0.095	0.499	0.318	0.65	-0.008	-0.09	0.008	-0.075	0.208	0.451	-0.074	-0.003	0.385	0.019	-0.244	0.079	0.214
YDL146W	YDL146W	1	unknown function	0.142	-0.044	-0.208	-0.057	0.084	0.168	0.085	-0.167	-0.019	-0.029	0.435	-0.345	-1.086	0.04	0.01	0.11	-0.093	-0.075	-0.155	-0.061	0.18	0.039	0.325	0.097	0.116	0.337	-0.089	0.465	0.247	0.008	-0.266	-0.193	-0.197	0.001	0.054	-0.009	-0.096	-0.065	-0.358	-0.505	-0.215	-0.027	-0.217	-0.311	-0.105	0.168	-0.008	0.034	0.38	0.082	0.121
YDR459C	YDR459C	1	unknown function	0.173	0.022	-0.058	0.003	0.099	0.032	-0.034	0.067	0.172	0.044	0.083	0.008	0.016	0.144	-0.068	0.204	0.025	0	-0.096	-0.061	-0.066	0.039	-0.09	-0.145	0.022	0.2	-0.163	-0.093	-0.001	-0.296	0.141	-0.004	-0.086	-0.092	0.019	-0.096	0.045	0.245	-0.172	-0.104	0.081	-0.23	-0.221	-0.305	-0.207	0.015	-0.11	-0.299	-0.146	-0.002	-0.048
YER150W	SPI1	1	unknown function	-0.003	0.044	-0.043	0.136	-0.122	0.158	-0.044	0.152	0.15	-0.023	-0.012	-0.112	0.079	-0.054	-0.084	-0.132	-0.031	0.095	0.054	-0.061	-0.056	-0.055	-0.004	0.005	0.107	0.119	-0.078	-0.181	-0.033	-0.172	0.031	0.008	-0.102	0.043	-0.024	-0.011	0.092	0.005	-0.083	0.041	0.109	-0.055	-0.223	-0.032	-0.056	0.187	-0.214	-0.101	-0.086	-0.019	0.004
YFR057W	YFR057W	1	unknown function	-0.027	0.019	0.017					-0.412				0.021	-0.038		0.002	-0.094	0.006		0.008	-0.061		0.119		0.049	0.042	-0.081	-0.117	-0.166	0.004	-0.152			0.073	0.006		-0.216	0.183	0.132	-0.214	-0.29	0.057	-0.254	-0.094	0.022	-0.19			-0.261	-0.024	-0.055	-0.007
YIL050W	PCL7	1	regulation of glycogen biosynthesis*	-0.268	0.135	-0.041	-0.077	-0.273	-0.051	-0.154	-0.115	-0.102	-0.115	-0.057	0.215	0.495	-0.304	-0.025	0.121	0.098	-0.01	-0.117	-0.061	-0.092	-0.042	0.009	0.053	0.146	-0.277	-0.095	-0.125	0.197	-0.128	0.036	0.065	0.17	0.146	-0.078	-0.324	0.022	0.102	-0.159	-0.038	-0.021	-0.16	-0.003	0.109	-0.11	-0.037	-0.344	-0.043	0.067	0.2	0.187
YNL100W	YNL100W	1	unknown function	-0.038	0.127	0.085			-0.142			-0.256		0.044	-0.32	-0.281	0.147	-0.231	-0.146	-0.114	-0.131	-0.062	-0.061	0.221	-0.068	0.07	-0.134	0.016	-0.124	-0.139	0.107	0.022	-0.046	0.126	0.101	-0.152	-0.048	0.029	0.047	-0.173	-0.14	-0.1	-0.162	0.09	-0.088	-0.123	-0.064	-0.067	0.188	-0.05	-0.084	-0.213	0.014	0.077
YNL183C	NPR1	1	regulation of nitrogen utilization	-0.305	-0.01	0.133	-0.021	-0.208	-0.145	0.021	0.122	0.48	-0.185	-1.178	-0.139	0.052	-0.153	-0.079	0.288	-0.452	-0.116	-0.287	-0.061	-0.114	-0.006	-0.555	-0.133	-0.157	-0.117	-0.09	0.095	0.018	-0.06	-0.031	-0.016	0.213	0.144	0.055	-0.109	-0.714	-1.188	-0.02	-0.549	-0.473	0.017	-0.009	0.257	0.049	0.058	-0.063	0.046	-0.207	-0.019	0.073
YOL013C	HRD1	1	ER-associated protein catabolism	0.037	0.064	-0.008	-0.015	-0.147	-0.128	-0.028	0.114	0.053	0	-0.01	0.121	0.129	-0.282	0.023	0.143	-0.181	-0.019	-0.054	-0.061	0.064	0.038	0.127	0.149	0.257	-0.066	0.183	0.172	-0.022	0.131	-0.091	-0.058	0.203	-0.063	0.05	0.065	-0.027	0.157	0.064	-0.112	-0.018	0.098	0.169	-0.144	-0.079	-0.035	-0.157	0.181	0.191	-0.055	-0.078
YOR069W	VPS5	1	protein-Golgi retention*	-0.421	-0.007	0.053	-0.053	-0.446	-0.504	-0.366	-0.587	-0.133	-0.078	-1.467	-0.051	-0.287	-0.166	0.044	0.08	-0.074	-0.251	0.034	-0.061	0.077	-0.057	-0.777	0.004	-0.21	-0.004	0.17	-0.486	0.051	0.068	-0.002	0.004	-0.216	-1.61	0.045	0.289	-0.058	0.182	-0.548	-0.552	-0.104	-0.041	0.186	0.058	-0.014	-0.058	-0.268	0.04	-0.017	0.012	0.038
YPL165C	SET6	1	unknown function	-0.543	0.059	0.005	-0.076	0.05	-0.069	-0.044	-0.001	-0.115	0.087	-0.045	0.089	-0.039	-0.302	-0.134	0.147	-0.05	0.002	-0.009	-0.061	0.02	0.016	0.07	-0.027	0.006	-0.575	-0.049	-0.031	0.051	-0.162	-0.07	0.027	0.104	0.026	-0.032	-0.079	0.022	-0.045	-0.1	-0.164	0.013	-0.198	-0.042	-0.054	-0.23	0.038	-0.021	-0.138	0.122	0.01	0.004
YBR287W	ZSP1	1	unknown function	-0.186	0.11	0.135	-0.005	-0.185	0.078	-0.112	-0.117	0.024	-0.084	0.063	-0.166	-0.297	-0.027	-0.012	0.169	-0.202	-0.023	0.012	-0.06	-0.031	-0.022	-0.194	-0.029	0.061	-0.502	-0.029	-0.131	0.026	-0.018	-0.088	-0.007	0.037	-0.005	-0.052	-0.141	-0.085	-0.135	-0.073	-0.053	-0.052	-0.125	-0.079	0.118	-0.1	-0.025	-0.244	-0.095	-0.061	-0.073	-0.087
YDL093W	PMT5	1	O-linked glycosylation	0.248	0.057	0.008	-0.228	0.075	-0.039	0.09	-0.054	-0.133	0.163	0.028	0.119	0.245	0.12	-0.196	0.121	0.036	-0.019	-0.051	-0.06	0.14	0.034	0.062	-0.067	-0.033	0.513	-0.201	0.116	0.001	-0.231	0.041	0.017	-0.09	0.053	0.04	-0.322	0.189	0.309	-0.089	-0.065	0.095	-0.182	-0.262	-0.222	-0.059	0.045	0.049	-0.223	0.042	0.022	-0.018
YEL068C	YEL068C	1	unknown function	-0.2	0.058	-0.04	-0.059	-0.106	-0.02	-0.017	0.045	-0.046	0.081	-0.051	0.005	0.137	-0.414	-0.027	0.117	-0.05	-0.005	0.032	-0.06	0.061	-0.025	0.081	0.107	0.244	-0.156	0.029	-0.012	0.04	-0.087	0.059	-0.016	0.053	0.161	0.008	-0.024	0.122	0.121	-0.227	-0.192	-0.03	-0.163	-0.039	-0.024	-0.264	-0.122	-0.178	-0.196	-0.013	0.006	-0.007
YFL010W-A	AUA1	1	amino acid transport	-0.271	0.068	-0.183	-0.036	0.05	-0.03	0.165	0.196	0.244	0.24	-0.025	-0.353	-0.899	0.171	0.083	0.156	-0.026	-0.087	-0.022	-0.06	0.161	0.051	-0.077	-0.192	-0.141	-0.305	0.081	0.018	-0.028	-0.038	-0.047	0.04	-0.224	-0.051	0.029	-0.205	-0.043	-0.119	0.045	0.028	-0.204	0.113	-0.25	-0.31	0.136	0.049	-0.016	0.054	-0.088	-0.022	0.026
YIL002C	INP51	1	cell wall organization and biogenesis*	-0.212	0.065	0.081	-0.157	0.358	-0.06	-0.277	-0.279	0.042	0.026	-0.914	-0.294	-0.054	-0.459	-0.235	0.121	-0.385	-0.08	-0.035	-0.06	0.107	-0.051	-0.252	-0.115	0.031	-0.099	0.008	-0.132	-0.069	-0.389	-0.276	-0.023	-0.168	-0.051	0.037	-0.094	-0.281	-0.103	-0.284	-0.178	-0.213	-0.429	-0.177	0.086	-0.551	-0.018	0.138	-0.434	0.006	-0.012	-0.007
YIL071C	PCI8	1	protein deneddylation	0.057	0.074	0.207	0.096	-0.122	0.138	-0.403	-0.083	-0.053	-0.366	-0.24	0.17	0.198	-0.381	0.037	0.162	-0.004	-0.004	0.008	-0.06	-0.03	-0.019	-0.041	0.091	0.064	-0.023	0.059	0.061	0.045	0.176	-0.065	-0.028	0.296	0.093	-0.056	-0.155	0.072	0.078	0.156	0.179	0.048	0.179	0.243	0.138	0.204	-0.028	-0.049	0.228	-0.015	0.014	-0.007
YIL113W	SDP1	1	MAPKKK cascade during cell wall biogenesis	-0.703	0.104	0.023	-0.077	0.004	0.095	-0.461	-0.218	0.032	-0.206	0.061	-0.002	-0.168	-0.082	0.014	0.191	-0.078	0.033	-0.01	-0.06	-0.02	0.04	0.089	-0.158	-0.135	-0.806	0.071	-0.298	0.133	-0.022	0.077	-0.028	-0.341	-0.061	-0.034	0.199	0.063	-0.139	-0.017	0.025	-0.002	0.045	-0.282	-0.297	0.032	0.01	-0.155	-0.002	-0.002	0.076	0.038
YJR051W	OSM1	1	metabolism	-0.092	0.135	0.109	0.022	-0.123	-0.041	-0.166	-0.014	-0.054	-0.063	0.015	0.148	-0.019	-0.08	-0.028	0.181	-0.147	-0.048	-0.025	-0.06	-0.068	-0.019	0.043	0.106	-0.077	-0.157	-0.013	-0.016	-0.027	0.097	0.003	0.018	-0.378	-0.013	0.015	-0.064	0.156	-0.048	0.125	0.001	-0.012	0.113	-0.301	-0.486	0.194	-0.083	-0.114	0.154	0.103	0.047	0.043
YJR135C	MCM22	1	chromosome segregation	0.038	-0.035	0.068	-0.289	0.082	0.084	0.014	-0.269	-0.066	0.01	-0.045	-0.229	-0.541	-0.117	-0.009	0.003	-0.225	-0.109	-0.121	-0.06	-0.148	-0.014	0.154	0.043	-0.187	-0.029	-0.045	-0.222	-0.098	-0.223	-0.25	-0.08	-0.057	0.076	-0.023	-0.103	-0.129	-0.057	-0.233	-0.293	-0.103	-0.209	-0.069	-0.39	-0.166	0.143	0.104	-0.284	-0.162	0.045	-0.006
YLL009C	COX17	1	cytochrome c oxidase biogenesis*	-0.931	-0.131	0.106	0.058	0.011	0.091	-1.24	0.024	0.178	-0.112	0.291	-0.032	0.101	-0.146	-0.092	0.296	0.1	0.133	0.043	-0.06	0.079	0.028	0.247	-0.14	-0.558	-1.782	0.128	0.42	0.047	-0.298	0.144	0.314	-0.115	-0.302	0.12	0.231	0.004	0.333	-0.029	0.217	-0.003	-0.225	0.226	0.101	-0.188	-0.056	0.205	-0.1	-0.315	0.05	0.084
YOL031C	SIL1	1	"SRP-dependent cotranslational membrane targeting, translocation"	0.128	0.036	0.066	0.124	-0.031	0.01	-0.118	0.062	0.057	-0.102	-0.045	0.067	0.132	-0.123	0.05	0.019	-0.082	0.061	-0.022	-0.06	0.078	-0.038	-0.011	0.057	0.05	0.156	0.12	0	0.031	0.062	-0.011	-0.002	0.056	0.035	0.054	-0.087	0.035	0.024	0.062	0.122	-0.064	0.037	0.05	0.078	0.03	-0.095	-0.116	0.042	0.061	-0.008	-0.007
YOR320C	GNT1	1	N-linked glycosylation	0.025	0.103	-0.129	0.068	0.023	0.193	-0.005	-0.193	0.083	0.045	-0.091	0.061	0.226	-0.045	0.07	0.071	-0.163	0.019	-0.033	-0.06	0.068	0.031	0.124	-0.017	0.122	0.131	0.119	-0.046	-0.001	-0.019	-0.039	-0.04	-0.162	-0.155	-0.012	-0.097	0.001	-0.146	0.089	0.187	-0.275	0.07	-0.013	-0.055	0.096	-0.051	-0.197	0.051	0.064	-0.038	-0.03
YPL135W	ISU1	1	iron ion homeostasis*	-1.081	0.128	-0.125	0.031	-0.089	-0.001	0.014	0.001	-0.074	0.01	0.095	0.171	0.216	-0.029	-0.006	0.203	-0.163	0.025	-0.073	-0.06	-0.02	0.003	0.003	0.111	0.131	-1.556	0.089	-0.165	0.244	-0.006	0.071	-0.004	0.029	-0.077	-0.001	0.071	0.036	-0.036	0.014	0.055	-0.072	-0.012	-0.041	-0.08	-0.09	-0.037	-0.428	0.045	0.1	0.238	0.208
YEL005C	VAB2	1	unknown function	-0.209	0.033	-0.151	0.023	-0.248	-0.227	0.084	-0.156	-0.198	0.063	-0.161	0.187	0.589	-0.199	-0.084	0.195	-0.036	0.029	0.036	-0.059	0.02	-0.021	0.17	0.096	0.146	-0.105	0.077	-0.14	0.024	-0.262	-0.051	0.043	-0.341	-0.013	-0.044	-0.004	0.253	0.538	-0.709	-0.569	0.051	-0.239	-0.364	-0.418	-0.151	-0.071	-0.015	-0.163	-0.074	0.019	0.043
YEL043W	YEL043W	1	unknown function	-0.519	-0.126	-0.439	0.034	-0.336	-0.111	0.389	0.321	-0.172	0.435	-0.3	0.116	0.708	-0.378	-0.004	-0.006	0.02	-0.079	-0.008	-0.059	0.053	0.046	-0.151	-0.25	-0.284	-0.457	-0.263	0.016	-0.04	0.2	0.001	0.13	-0.704	-0.169	0.041	0.163	-0.225	-0.086	-0.522	-0.485	0.078	0.125	-0.668	-0.736	0.087	-0.16	0.035	0.188	-0.025	0.037	0.079
YGR221C	TOS2	1	unknown function	-0.042	0.058	0.061	-0.209	0.031	0.187	0.037	-0.043	0.12	0.042	0.044	0.303	0.028	0.114	-0.018	-0.008	-0.015	-0.037	0.046	-0.059	-0.04	0.038	-0.011	0.118	-0.046	0.208	0.135	-0.108	0.03	0.147	0.078	-0.016	0.338	0.083	0.001	0.109	0.153	-0.071	0.211	0.054	0.097	0.083	0.191	0.04	0.07	0.119	-0.001	0.162	0.02	-0.063	-0.051
YHL020C	OPI1	1	positive regulation of transcription from Pol II promoter*	0.603	-0.439	-0.395	-0.177	-0.217	-0.11	-0.104	-0.658	-0.057	-0.115	0.253	-0.659	-1.007	-0.44	0.187	-0.053	0.415	0.188	0.287	-0.059	0.102	0.015	-0.048	-0.238	-0.558	0.341	0.329	0.15	0.294	-0.253	-0.067	0.149	-0.344	0.095	0.055	0.087	-0.274	0.373	-0.212	-0.047	0.191	-0.175	-0.032	-0.216	-0.153	-0.229	-0.027	-0.304	-0.001	0.073	0.19
YJL083W	YJL083W	1	unknown function	-0.426	0.044	-0.038	0.03	-0.065	0.041	-0.134	0.046	-0.024	-0.017	-0.137	-0.134	-0.133	-0.32	0.001	0.005	-0.061	0.055	0.032	-0.059	-0.025	0.012	0.072	-0.042	-0.015	-0.501	0.035	-0.196	0.081	0.051	0.066	-0.001	0.066	-0.011	0.065	0.162	-0.098	0.018	0.128	0.186	-0.041	0.101	0.013	0.121	0.131	0.057	-0.075	0.093	0.27	0.076	0.115
YJR074W	MOG1	1	protein-nucleus import	-0.259	-1.177	-0.253	-0.284	0.212	-0.399	-0.22	-0.999	-0.14	-0.012	0.786	0.699		-0.145	0.033	0.14	-0.258	-0.013	0.109	-0.059	-0.094	-0.044	-0.01	0.261		0.09	0.057	0.044	-0.418	0.169	0.098	-0.069	1.157		-0.196	1.078	0.941		-0.336		0.4	0.285	0.89		0.486	0.235		0.338	-0.197	-0.093	-0.133
YLR092W	SUL2	1	sulfate transport	0.067	0.028	0.028	0.115	-0.01	-0.147	-0.06	0.071	-0.065	-0.046	0.077	0.291	0.189	0.126	-0.002	0.164	0.028	0.073	-0.046	-0.059	0.069	0.056	0.04	0.187	0.003	-0.096	-0.003	0.019	0.023	0.132	-0.08	0.029	-0.339	0.003	0.042	0.091	0.339	0.396	0.173	0.101	0.013	0.151	-0.433	-0.548	0.163	0.052	-0.082	0.122	-0.041	-0.037	-0.006
YMR286W	MRPL33	1	protein biosynthesis	-1.04	-0.056	0.175	0.068	0.301	-0.333	-0.472	0.63	0.407	0.36	0.36	0.276	0.367	-0.318	0.037	-0.029	0.139	-0.008	-0.048	-0.059	0.02	0.179	0.525	0.287	-0.247	-1.742	0.245	0.668	-0.028	-0.184	-0.015	0.176	-0.389	-0.253	0.162	0.364	0.307	0.451	0.074	0.008	0.066	-0.118	-0.224	-0.862	0.046	-0.157	0.295	0.08	-0.295	0.073	0.106
YNL129W	YNL129W	1	unknown function	0.068	0.091	-0.128	0.03	-0.21	0.008	0.16	0.102	0.001	0.132	-0.145	0.157	0.104	0.131	0.035	0.114	-0.027	0.004	-0.033	-0.059	-0.073	-0.04	-0.012	0.049	0.069	0.081	0.021	-0.123	0	0.06	-0.012	0.009	0.055	-0.026	-0.014	-0.107	0.105	0.02	-0.012	-0.025	-0.006	0.011	-0.088	-0.115	0	0.003	-0.028	0.036	0.078	-0.023	-0.02
YOR097C	YOR097C	1	unknown function	-0.479	0.103	0.042	-0.16	0.077	-0.202	-0.113	-0.185	-0.183	0.056	-0.06	0.039	0.233	0.07	-0.115	0.189	-0.068	0.037	-0.131	-0.059	-0.003	0.022	0.121	0.132	0.012	-0.209	-0.065	-0.022	0.003	-0.202	0.045	0.015	0.009	0.054	0.013	-0.104	0.118	-0.094	-0.039	-0.057	-0.251	-0.174	-0.215	0.114	-0.156	0.045	-0.159	-0.088	-0.051	-0.052	-0.038
YOR100C	CRC1	1	fatty acid metabolism	0.08	0.08	0.068	0.072	-0.035	0.038	-0.095	0.029	0.01	-0.099	-0.035	-0.02	0.042	-0.063	0.014	0.185	-0.048	0.022	-0.037	-0.059	0.014	0.033	0.164	-0.08	-0.054	-0.05	0.142	-0.062	0.09	-0.069	0.08	0.025	0.011	0.032	-0.014	0.003	-0.016	-0.088	0.018	0.073	-0.037	-0.074	-0.079	0.104	-0.113	0.063	-0.075	-0.033	0.061	0.107	0.133
YOR288C	MPD1	1	protein folding	-0.098	0.063	0.172	0.076	0.119	0.022	-0.203	0.037	0.075	-0.122	-0.024	-0.146	-0.046	0.112	-0.008	0.088	0.009	0.047	-0.004	-0.059	-0.019	0.028	0.14	-0.074	-0.028	-0.169	0.102	-0.011	0.191	-0.052	-0.005	0.021	-0.15	-0.133	0	0.047	-0.141	-0.141	0.01	0.109	-0.042	-0.026	0.02	0.175	0.012	-0.01	-0.04	-0.004	0.07	0.089	0.151
YOR304C-A	YOR304C-A	1	unknown function	-0.166	0.014	-0.173	0.049	-0.075	0.14	-0.066	0.001	0.117	0.06	-0.039	-0.18	-0.234	-0.166	0.197	0.073	-0.079	0.066	-0.031	-0.059	0.047	0.048	-0.019	-0.017	0.221	-0.052	-0.066	-0.201	0.016	-0.331	-0.203	-0.105	-0.128	-0.131	-0.022	0.07	-0.03	0.022	-0.1	0.134	0.064	-0.11	-0.174	-0.143	-0.116	0.055	-0.032	-0.31	0.015	-0.078	0.014
YOR316C	COT1	1	zinc ion homeostasis*	-0.131	0.058	-0.034	-0.064	-0.1	0.202	-0.155	0.029	0.076	-0.117	-0.101	-0.258	-0.349	0.004	-0.016	0.051	-0.146	0.024	-0.012	-0.059	0.069	-0.017	0.035	0.021	0.124	0.046	0.092	-0.079	0.014	-0.2	0.181	-0.009	-0.16	-0.18	0.042	-0.079	-0.18	-0.126	-0.199	-0.073	-0.11	-0.018	-0.089	-0.059	-0.067	0.028	-0.019	-0.133	-0.05	-0.04	-0.064
YPL186C	UIP4	1	unknown function	-0.219	0.063	-0.223	-0.033	-0.043	-0.089	0.151	0.127	-0.103	0.206	-0.046	0.596	0.366	-0.337	-0.047	-0.199	-0.073	0.037	-0.073	-0.059	-0.02	-0.044	0.167	0.511	0.202	-0.403	-0.07	-0.04	0.027	0.574	0.044	-0.027	0.001	0.221	0.039	-0.113	0.411	0.336	0.2	-0.272	-0.054	0.386	-0.075	-0.568	0.411	-0.053	-0.074	0.485	0.194	0.054	0.053
YDR095C	YDR095C	1	unknown function	0.018	0.028	0.048	-0.17	-0.032	0.153	-0.016	-0.164	0.117	-0.074	-0.014	0.111	0.024	0.126	-0.033	-0.171	0.026	-0.166	-0.031	-0.058	0.024	0.019	0.175	0.131	-0.026	0.111	-0.082	0.018	-0.153	-0.206	-0.2	0.002	-0.039	-0.064	0.071	-0.093	0.038	0.31	-0.066	-0.105	0.1	-0.188	-0.109	-0.032	-0.222	-0.117	0.071	-0.211	0.082	-0.084	-0.083
YIL023C	YIL023C	1	unknown function	0.068	0.208	-0.135	-0.079	-0.092	-0.06	-0.011	0.241	-0.183	0.179	-0.158	0.132	0.492	-0.356	-0.165	0.152	-0.178	0.053	0.088	-0.058	-0.027	0.057	0.125	0.045	0.253	-0.135	0.071	-0.039	-0.277	-0.316	0.081	0.01	-0.055	0.157	0.038	0.658	0.191	0.331	-0.11	-0.2	0.049	-0.205	-0.264	-0.397	-0.227	-0.214	-0.287	-0.306	0.079	0.043	-0.044
YIL090W	YIL090W	1	unknown function	-0.184	0.127			-0.088						0.028	-0.148	-0.23			-0.107	-0.017	-0.085	-0.091	-0.058	0.069	0.015	-0.065	0.053	0.162	0.005	-0.006	-0.012	-0.068	-0.487	0.019	-0.049	-0.538	-1.056	-0.027	0.304	-0.251	-0.472	-0.272	-0.087	0.096	-0.513	-0.49	-0.707	-0.303	-0.03		-0.482	0.128	-0.092	-0.037
YIL141W	YIL141W	1	unknown function	-0.243	-0.053	0.008	-0.126	0.195	0.056	0.056	-0.149	-0.034	0.029	-0.134	-0.139	-0.181	-0.098	-0.088	0.039	-0.008	0	-0.105	-0.058	-0.077	0.018	0.069	-0.201	-0.006	-0.39	0.026	-0.147	-0.099	-0.307	0.141	-0.101	-0.132	0.061	-0.034	-0.063	-0.079	0.076	-0.271	-0.281	-0.001	-0.25	-0.075	-0.119	-0.181	0.074	-0.016	-0.273	-0.022	0.019	-0.056
YJL064W	YJL064W	1	unknown function	-0.24	0.06	0.055	-0.074	0.019	-0.029	0.051	0.063	-0.03	0.094	-0.003	0.211	0.541	-0.395	-0.082	0.179	0.174	0.056	0.065	-0.058	0.03	0.071	0.176	-0.08	-0.149	-0.297	-0.135	-0.123	0.118	-0.04	-0.055	0.077	0.073	0.207	-0.031	0.092	0.017	-0.231	-0.105	-0.425	0.12	-0.063	-0.068	-0.2	-0.03	-0.061	-0.091	0.062	0.219	0.047	0.072
YJR107W	YJR107W	1	unknown function	-0.338	0.088	-0.032	-0.038	0.17	-0.141	0.221	0.133	-0.216	0.286	0.065	0.282	0.25	-0.052	-0.082	-0.036	-0.041	-0.046	0.034	-0.058	-0.007	0.043	0.048	0.261	-0.066	-0.241	0.001	-0.114	0.171	-0.022	0.085	0.01	0.181	0.132	-0.015	-0.02	0.284	0.185	0.016	-0.066	0.017	-0.005	0.024	-0.121	0.006	0.019	-0.057	0.026	0.065	0.179	0.138
YLR170C	APS1	1	vesicle-mediated transport	-0.234	0.01	-0.277	-0.018	-0.163	-0.768	0.044	0.029	-0.171	0.222	-1.082	-0.533	-1.574	-0.043	0.011	0.172	-0.185	-0.408	-0.183	-0.058	0.029	0.013	0.027	-0.071	-0.178	-0.065	-0.066	0.145	-0.082	-0.094	0.288	-0.142	-0.277	-0.135	0.043	-0.263	0.094	-0.111	-0.193	-0.163	-0.139	-0.116	-0.316	-0.34	-0.105	0.077	-0.019	-0.075	-0.065	0.007	0.052
YML082W	YML082W	1	sulfur metabolism	-0.194	0.102	-0.324		-0.128	-0.04	0.087	0.298	-0.092	0.123	-0.167	-0.039	0.339	-0.093	-0.022	0.255	-0.148	0.061	-0.099	-0.058	0.013	0.072	0.21	-0.049	-0.117	0.147	-0.02	-0.052	0.031	-0.015	-0.186	0.087	-0.224	-0.061	-0.03	0.108	0.029	0.117	-0.073	0.161	-0.391	0	-0.264	-0.03	0.023	-0.087	0.255	0.053	0.166	-0.011	-0.011
YOR268C	YOR268C	1	unknown function	-0.477	0.052	0.12	0.049	-0.067	-0.039	-0.112	-0.013	0.044	-0.059	0	0.006	-0.057	0.114	0.042	0.017	0.015	-0.05	-0.1	-0.058	-0.031	0.052	0.012	0.117	0.02	-0.658	0.179	-0.138	0.051	0.114	0.17	-0.014	-0.089	-0.065	-0.006	0.232	-0.094	0.036	0.068	0.131	0.063	0.19	-0.076	-0.33	0.158	0.174	-0.2	0.113	0.053	-0.051	-0.062
YPL236C	YPL236C	1	unknown function	-0.408	0.045	0.091	0.019	-0.107	-0.121	-0.061	-0.088	-0.103	-0.052	-0.104	-0.025	0.029	-0.293	0.044	0.043	-0.049	0.011	-0.018	-0.058	0.014	-0.077	0.213	0.117	0.118	-0.28	-0.147	-0.309	-0.07	-0.171	-0.121	0.002	0.199	0.08	-0.087	-0.292	-0.038	-0.052	-0.082	-0.012	-0.094	-0.118	0.105	0.146	-0.213	0.08	-0.068	-0.067	-0.131	-0.005	-0.033
YPR005C	HAL1	1	positive regulation of transcription from Pol II promoter*	0.125	0.059	-0.172	0.064	-0.058	0.026	0.208	0.251	0.043	0.226	-0.086	0.081	0.12	0.128	0.092	0.013	-0.093	-0.036	-0.099	-0.058	-0.045	0.003	0.014	0.107	0.151	0.146	0.152	-0.067	0.033	-0.105	-0.017	-0.035	-0.191	-0.092	0.051	-0.07	0.094	0.117	-0.066	0.047	-0.201	-0.047	-0.293	-0.238	-0.103	0.083	-0.133	-0.052	0.173	0.062	0.079
YAL009W	SPO7	1	meiosis*	-0.108	-1.18	-0.069	-0.164	-0.064	-0.117	-0.377	-0.771	-1.136	-0.543	0.071	-0.961	-1.044	-0.673	0.012	0.614	-0.232	0.039	0.075	-0.057	0.135	0.067	0.255	-0.137	0.265	-0.048	0.112	0.473	-0.402	-0.526	0.025	-0.354	-0.155	0.115	-0.056	0.181	-0.071	0.871	-0.296	-0.443	-0.073	-0.079	0.085	0.751	0.183	-0.135	0.568	-0.618	-0.279	-0.091	-0.12
