^SAMPLE = GSM30549
!Sample_title = No benomyl
!Sample_geo_accession = GSM30549
!Sample_status = Public on Nov 05 2004
!Sample_submission_date = Sep 13 2004
!Sample_last_update_date = May 27 2005
!Sample_type = RNA
!Sample_channel_count = 2
!Sample_source_name_ch1 = no benomyl
!Sample_organism_ch1 = Saccharomyces cerevisiae
!Sample_taxid_ch1 = 4932
!Sample_molecule_ch1 = total RNA
!Sample_source_name_ch2 = no benomyl
!Sample_organism_ch2 = Saccharomyces cerevisiae
!Sample_taxid_ch2 = 4932
!Sample_molecule_ch2 = total RNA
!Sample_description = A pool of 5,896 haploid-convertible heterozygous diploid yeast knockout (YKO) strains were sporulated.
!Sample_description = A pool of isogenic haploid MATa cells were obtained by selection on a magic medium without the drug benomyl at 30 degree for 2 days.
!Sample_description = Genomic DNA was prepared from this pool of freshly generated haploid cells and used as the template for PCR amplification of the TAGs identifying the YKOs with a pair of primers universal for either Uptags or Downtags.
!Sample_description = The PCR products from sample1 or sample2 were differentially labeled with Cy5 or Cy3.
!Sample_description = The Cy5- and Cy3-labeled Uptags and Downtags were mixed together and hybridized to a Hopkins-TagArray.
!Sample_description = Fluorescent array images were collected for both Cy5 and Cy3 with a GenePix4000B microarray scanner.
!Sample_description = The image data was annalyzed with a GenePix5.1 program.
!Sample_description = Keywords = benomyl, heterozygote, YKO
!Sample_platform_id = GPL1444
!Sample_contact_name = Xuewen,,Pan
!Sample_contact_email = xpan2@jhmi.edu
!Sample_contact_phone = 410-955-2477
!Sample_contact_laboratory = Boeke Lab
!Sample_contact_department = Department of Molecular Biology and Genetics
!Sample_contact_institute = Johns Hopkins University School of Medicine
!Sample_contact_address = 733 N. Broadway, Room 331
!Sample_contact_city = Baltimore
!Sample_contact_state = MD
!Sample_contact_zip/postal_code = 21205
!Sample_contact_country = USA
!Sample_supplementary_file = ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM30nnn/GSM30549/suppl/GSM30549_cy3.tif.gz
!Sample_supplementary_file = ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM30nnn/GSM30549/suppl/GSM30549_cy5.tif.gz
!Sample_series_id = GSE1752
!Sample_series_id = GSE1838
!Sample_data_row_count = 22575
#ID_REF = Serial identifier for probe
#F635_Median = Cy5 (F635) median fluorescence intensity
#B635_Median = Cy5 (F635) background median fluorescence intensity
#F532_Median = Cy3 (F532) median fluorescence intensity
#B532_Median = Cy3 (F532) background median fluorescence intensity
#F635-B635_Median = Background substracted Cy5 (F635) median fluorescence intensity
#F532-B532_Median = Background substracted Cy3 (F532) median fluorescence intensity
#VALUE = log ratio (log2 of PRE_VALUE)
#Flags =  
#PRE_VALUE = Normalized ratio defined by F635-B635_Median/F532-B532_Median
!sample_table_begin
ID_REF	F635_Median	B635_Median	F532_Median	B532_Median	F635-B635_Median	F532-B532_Median	VALUE	Flags	PRE_VALUE
3338	17443	63	29918	80	17380	29838	0.0703893	0	1.05
3339	25141	65	45187	76	25076	45111	0.0000003	0	1.00
3340	12281	61	21596	84	12220	21512	0.0285693	0	1.02
3341	114	55	173	85	59	88	0.2750073	-50	1.21
3342	10912	61	22981	85	10851	22896	-0.2344653	0	0.85
3343	7238	60	15958	79	7178	15879	-0.3040063	0	0.81
3344	83	57	103	83	26	20	1.2265093	-50	2.34
3345	169	57	335	79	112	256	-0.3400753	-50	0.79
3346	6159	63	11456	78	6096	11378	-0.0588943	0	0.96
3347	8220	61	16428	77	8159	16351	-0.1520033	0	0.90
3348	89	59	141	84	30	57	-0.0740013	-50	0.95
3349	21283	66	65535	90	21217	65445	-0.7858753	0	0.58
3350	12614	56	21671	82	12558	21589	0.0703893	0	1.05
3351	6942	63	11219	81	6879	11138	0.1505603	0	1.11
3352	2209	60	4595	82	2149	4513	-0.2175913	0	0.86
3353	1978	56	4493	72	1922	4421	-0.3584543	0	0.78
3354	10879	58	22634	75	10821	22559	-0.2175913	0	0.86
3355	107	56	268	76	51	192	-1.0588943	-50	0.48
3356	13772	62	30278	78	13710	30200	-0.2863043	0	0.82
3357	11193	67	24029	79	11126	23950	-0.2515393	0	0.84
3358	169	58	359	73	111	286	-0.5145733	-50	0.70
3359	231	62	462	85	169	377	-0.3040063	-50	0.81
3360	22609	70	37041	84	22539	36957	0.1375043	0	1.10
3361	354	55	491	78	299	413	0.3785123	-50	1.30
3362	3364	61	4717	72	3303	4645	0.3561443	0	1.28
3363	31511	61	59064	79	31450	58985	-0.0588943	0	0.96
3364	12815	62	22127	78	12753	22049	0.0565843	0	1.04
3365	15303	66	22039	83	15237	21956	0.3219283	0	1.25
3366	2351	60	4351	74	2291	4277	-0.0588943	0	0.96
3367	2654	54	5908	79	2600	5829	-0.3219283	0	0.80
3368	1082	57	2872	80	1025	2792	-0.5994623	0	0.66
3369	10842	57	25091	80	10785	25011	-0.3584543	0	0.78
3370	10214	57	19292	80	10157	19212	-0.0740013	0	0.95
3371	181	59	506	71	122	435	-1.0000003	-50	0.50
3372	875	60	1481	71	815	1410	0.0565843	-50	1.04
3373	1072	55	349	74	1017	275	2.7355223	-50	6.66
3374	15665	62	31960	81	15603	31879	-0.1844253	0	0.88
3375	6894	64	11241	78	6830	11163	0.1375043	0	1.10
3376	417	57	812	73	360	739	-0.1844253	-50	0.88
3377	1112	59	4374	72	1053	4302	-1.1844253	0	0.44
3378	257	61	243	71	196	172	1.0356243	-50	2.05
3379	81	56	123	83	25	40	0.1763233	-50	1.13
3380	5915	57	12586	79	5858	12507	-0.2515393	0	0.84
3381	20797	62	37197	79	20735	37118	0.0143553	0	1.01
3382	5545	60	11682	82	5485	11600	-0.2344653	0	0.85
3383	8972	58	13733	78	8914	13655	0.2387873	0	1.18
3384	125	64	188	72	61	116	-0.0740013	-50	0.95
3385	15619	60	32210	82	15559	32128	-0.2009133	0	0.87
3386	150	63	205	80	87	125	0.3219283	-50	1.25
3387	247	57	500	77	190	423	-0.3040063	-50	0.81
3388	98	78	149	108	20	41	-0.1844253	-50	0.88
3389	3127	58	7405	80	3069	7325	-0.4150373	0	0.75
3390	6558	68	14730	90	6490	14640	-0.3219283	0	0.80
3391	5821	59	9553	86	5762	9467	0.1375043	0	1.10
3392	11385	68	23820	84	11317	23736	-0.2175913	0	0.86
3393	199	61	421	77	138	344	-0.4739313	-50	0.72
3394	10429	65	19297	84	10364	19213	-0.0439433	0	0.97
3395	24047	62	33186	82	23985	33104	0.3785123	0	1.30
3396	9983	62	20776	84	9921	20692	-0.2175913	0	0.86
3397	8733	63	14429	82	8670	14347	0.1243283	0	1.09
3398	99	64	119	78	35	41	0.6229303	-50	1.54
3399	8269	62	17265	77	8207	17188	-0.2175913	0	0.86
3400	194	65	715	82	129	633	-1.4344033	-50	0.37
3401	376	62	797	80	314	717	-0.3400753	-50	0.79
3402	19309	65	33174	79	19244	33095	0.0703893	0	1.05
3403	7555	61	13771	85	7494	13686	-0.0145003	0	0.99
3404	89	63	126	82	26	44	0.0840643	-50	1.06
3405	1376	55	2673	77	1321	2596	-0.1202943	0	0.92
3406	292	58	1887	74	234	1813	-2.1202943	-50	0.23
3407	110	57	237	75	53	162	-0.7612133	-50	0.59
3408	296	58	737	78	238	659	-0.6214883	-50	0.65
3409	2194	62	2458	75	2132	2383	0.6870613	0	1.61
3410	7521	63	14308	80	7458	14228	-0.0892673	0	0.94
3411	104	61	144	73	43	71	0.1243283	-50	1.09
3412	5338	63	10556	82	5275	10474	-0.1360623	0	0.91
3413	18636	59	25484	80	18577	25404	0.4005383	0	1.32
3414	15238	60	34239	78	15178	34161	-0.3219283	0	0.80
3415	220	52	1049	72	168	977	-1.6896603	-50	0.31
3416	386	58	731	82	328	649	-0.1360623	-50	0.91
3417	253	65	343	84	188	259	0.3895673	-50	1.31
3418	8461	60	18070	80	8401	17990	-0.2515393	0	0.84
3419	1129	53	1892	79	1076	1813	0.0976113	0	1.07
3420	29119	60	55653	76	29059	55577	-0.0892673	0	0.94
3421	128	58	142	78	70	64	0.9781963	-50	1.97
3422	14638	60	29924	76	14578	29848	-0.1844253	0	0.88
3423	721	62	1580	76	659	1504	-0.3400753	0	0.79
3424	470	62	380	76	408	304	1.2750073	0	2.42
3425	11024	59	22193	75	10965	22118	-0.1681233	0	0.89
3426	7845	63	16969	76	7782	16893	-0.2688173	0	0.83
3427	95	58	128	79	37	49	0.4436073	-50	1.36
3428	474	56	969	72	418	897	-0.2515393	0	0.84
3429	1761	58	2912	74	1703	2838	0.1110313	0	1.08
3430	867	58	2627	75	809	2552	-0.8109663	0	0.57
3431	190	59	487	76	131	411	-0.8109663	-50	0.57
3432	157	59	193	76	98	117	0.5945493	-50	1.51
3433	23688	54	41181	79	23634	41102	0.0565843	0	1.04
3434	516	57	924	82	459	842	-0.0291463	0	0.98
3435	198	55	460	77	143	383	-0.5777673	-50	0.67
3436	13037	58	20018	83	12979	19935	0.2265093	0	1.17
3437	13840	57	21142	75	13783	21067	0.2387873	0	1.18
3438	280	58	624	85	222	539	-0.4344033	-50	0.74
3439	7777	60	15618	82	7717	15536	-0.1681233	0	0.89
3440	22121	59	38730	80	22062	38650	0.0426443	0	1.03
3441	119	60	193	82	59	111	-0.0588943	-50	0.96
3442	22597	62	42919	91	22535	42828	-0.0740013	0	0.95
3443	6533	64	14871	83	6469	14788	-0.3400753	0	0.79
3444	4759	60	6775	85	4699	6690	0.3334243	0	1.26
3445	21154	60	36845	81	21094	36764	0.0426443	0	1.03
3446	151	63	212	86	88	126	0.3334243	-50	1.26
3447	290	60	155	85	230	70	2.5631583	-50	5.91
3448	1151	64	2493	83	1087	2410	-0.3040063	0	0.81
3449	1658	63	2677	82	1595	2595	0.1505603	0	1.11
3450	143	60	205	77	83	128	0.2265093	-50	1.17
3451	7985	59	14206	75	7926	14131	0.0143553	0	1.01
3452	14175	68	21601	76	14107	21525	0.2387873	0	1.18
3453	24388	64	41355	84	24324	41271	0.0840643	0	1.06
3454	93	57	165	77	36	88	-0.4344033	-50	0.74
3455	36339	62	61842	82	36277	61760	0.0840643	0	1.06
3456	28829	64	48918	84	28765	48834	0.0840643	0	1.06
3457	14563	60	29176	78	14503	29098	-0.1520033	0	0.90
3458	121	57	200	82	64	118	-0.0291463	-50	0.98
3459	218	60	350	76	158	274	0.0565843	-50	1.04
3460	10785	59	22382	79	10726	22303	-0.2009133	0	0.87
3461	2247	59	3858	80	2188	3778	0.0565843	0	1.04
3462	765	62	1276	75	703	1201	0.0703893	0	1.05
3463	297	63	372	80	234	292	0.5260693	-50	1.44
3464	8056	55	10749	76	8001	10673	0.4329593	0	1.35
3465	261	63	995	84	198	911	-1.3584543	-50	0.39
3466	9410	57	19994	77	9353	19917	-0.2344653	0	0.85
3467	5118	60	7439	72	5058	7367	0.3103403	0	1.24
3468	11658	56	16485	70	11602	16415	0.3448283	0	1.27
3469	16969	67	31944	82	16902	31862	-0.0740013	0	0.95
3470	12737	64	18531	87	12673	18444	0.3103403	0	1.24
3471	10009	58	17654	78	9951	17576	0.0285693	0	1.02
3472	23132	61	34666	82	23071	34584	0.2630343	0	1.20
3473	9545	63	19928	80	9482	19848	-0.2175913	0	0.86
3474	90	61	161	81	29	80	-0.6214883	-50	0.65
3475	9589	59	18378	80	9530	18298	-0.0892673	0	0.94
3476	11606	58	21750	75	11548	21675	-0.0588943	0	0.96
3477	530	54	953	73	476	880	-0.0439433	0	0.97
3478	12228	55	23159	71	12173	23088	-0.0740013	0	0.95
3479	150	53	434	78	97	356	-1.0291463	-50	0.49
3480	14094	54	27353	75	14040	27278	-0.1046973	0	0.93
3481	672	61	2211	77	611	2134	-0.9434163	0	0.52
3482	107	60	122	84	47	38	1.1570443	-50	2.23
3483	237	57	403	77	180	326	-0.0145003	-50	0.99
3484	10756	57	16225	74	10699	16151	0.2509623	0	1.19
3485	6551	59	9835	82	6492	9753	0.2630343	0	1.20
3486	3326	59	8532	80	3267	8452	-0.5145733	0	0.70
3487	8721	57	17190	80	8664	17110	-0.1360623	0	0.91
3488	90	57	132	78	33	54	0.1375043	-50	1.10
3489	2765	56	7153	75	2709	7078	-0.5353323	0	0.69
3490	21599	61	37839	78	21538	37761	0.0426443	0	1.03
3491	581	66	979	79	515	900	0.0426443	0	1.03
3492	11110	62	17280	84	11048	17196	0.2141253	0	1.16
3493	5074	63	7887	79	5011	7808	0.2141253	0	1.16
3494	11590	61	24038	83	11529	23955	-0.2009133	0	0.87
3495	201	64	581	84	137	497	-1.0000003	-50	0.50
3496	1704	59	2902	80	1645	2822	0.0703893	0	1.05
3497	11692	67	21005	85	11625	20920	0.0000003	0	1.00
3498	3488	57	7388	80	3431	7308	-0.2344653	0	0.85
3499	34956	62	49582	86	34894	49496	0.3448283	0	1.27
3500	6082	62	13740	80	6020	13660	-0.3400753	0	0.79
3501	8526	59	17157	87	8467	17070	-0.1681233	0	0.89
3502	20969	60	25746	81	20909	25665	0.5558163	0	1.47
3503	4282	61	5741	75	4221	5666	0.4222333	0	1.34
3504	21288	59	35273	80	21229	35193	0.1243283	0	1.09
3505	30345	62	46596	82	30283	46514	0.2265093	0	1.17
3506	17805	59	39057	78	17746	38979	-0.2863043	0	0.82
3507	15382	57	21216	78	15325	21138	0.3785123	0	1.30
3508	11000	59	19172	75	10941	19097	0.0426443	0	1.03
3509	18798	65	37170	85	18733	37085	-0.1360623	0	0.91
3510	18283	58	34052	79	18225	33973	-0.0439433	0	0.97
3511	6037	57	11618	79	5980	11539	-0.1046973	0	0.93
3512	20339	62	36705	78	20277	36627	0.0000003	0	1.00
3513	18652	65	32940	79	18587	32861	0.0285693	0	1.02
3514	4724	60	7614	79	4664	7535	0.1505603	0	1.11
3515	504	58	1079	80	446	999	-0.3219283	0	0.80
3516	27452	59	60967	84	27393	60883	-0.3040063	0	0.81
3517	3534	62	7360	84	3472	7276	-0.2175913	0	0.86
3518	350	59	658	80	291	578	-0.1360623	-50	0.91
3519	3640	57	7718	75	3583	7643	-0.2515393	0	0.84
3520	77	61	115	72	16	43	-0.5777673	-50	0.67
3521	102	61	408	75	41	333	-2.1844253	-50	0.22
3522	4841	62	8508	78	4779	8430	0.0285693	0	1.02
3523	8521	56	11994	78	8465	11916	0.3561443	0	1.28
3524	13707	63	20499	84	13644	20415	0.2630343	0	1.20
3525	7731	61	15982	74	7670	15908	-0.2009133	0	0.87
3526	100	69	186	96	31	90	-0.6896603	-50	0.62
3527	7802	58	15015	80	7744	14935	-0.1046973	0	0.93
3528	16579	60	33520	77	16519	33443	-0.1681233	0	0.89
3529	67	56	132	77	11	55	-1.4739313	-50	0.36
3530	2820	58	4472	77	2762	4395	0.1763233	0	1.13
3531	1920	58	3989	77	1862	3912	-0.2175913	0	0.86
3532	10132	55	14702	75	10077	14627	0.3103403	0	1.24
3533	9484	60	17270	80	9424	17190	-0.0145003	0	0.99
3534	21054	61	35327	81	20993	35246	0.0976113	0	1.07
3535	5816	58	8048	79	5758	7969	0.3785123	0	1.30
3536	97	59	177	78	38	99	-0.5353323	-50	0.69
3537	229	61	385	77	168	308	-0.0291463	-50	0.98
3538	9351	58	14535	81	9293	14454	0.2141253	0	1.16
3539	99	58	132	79	41	53	0.4750853	-50	1.39
3540	601	57	920	78	544	842	0.2141253	0	1.16
3541	115	61	224	85	54	139	-0.5145733	-50	0.70
3542	4088	56	7514	76	4032	7438	-0.0291463	0	0.98
3543	97	59	123	79	38	44	0.6322683	-50	1.55
3544	163	63	421	81	100	340	-0.9159363	-50	0.53
3545	10754	61	19931	81	10693	19850	-0.0439433	0	0.97
3546	14856	58	21485	78	14798	21407	0.3103403	0	1.24
3547	6608	61	11122	81	6547	11041	0.0976113	0	1.07
3548	13113	56	20335	74	13057	20261	0.2141253	0	1.16
3549	7849	70	16253	81	7779	16172	-0.2009133	0	0.87
3550	7785	62	10472	83	7723	10389	0.4222333	0	1.34
3551	2394	61	3440	83	2333	3357	0.3219283	0	1.25
3552	529	61	1067	80	468	987	-0.2344653	0	0.85
3553	77	59	149	82	18	67	-1.0588943	-50	0.48
3554	6378	63	8058	82	6315	7976	0.5160153	0	1.43
3555	8085	56	16514	81	8029	16433	-0.1844253	0	0.88
3556	5446	61	10376	74	5385	10302	-0.0892673	0	0.94
3557	7194	56	13129	81	7138	13048	-0.0291463	0	0.98
3558	13694	60	24021	76	13634	23945	0.0285693	0	1.02
3559	903	60	1878	77	843	1801	-0.2515393	0	0.84
3560	5448	62	10140	78	5386	10062	-0.0588943	0	0.96
3561	17575	56	33749	79	17519	33670	-0.0892673	0	0.94
3562	10838	58	16603	82	10780	16521	0.2265093	0	1.17
3563	14331	63	21964	73	14268	21891	0.2265093	0	1.17
3564	3475	63	6512	78	3412	6434	-0.0740013	0	0.95
3565	14610	61	23122	76	14549	23046	0.1890343	0	1.14
3566	94	62	122	80	32	42	0.4541763	-50	1.37
3567	479	58	354	79	421	275	1.4646683	0	2.76
3568	168	61	173	76	107	97	0.9927683	-50	1.99
3569	18892	61	31478	82	18831	31396	0.1110313	0	1.08
3570	745	65	1656	82	680	1574	-0.3584543	0	0.78
3571	511	57	1296	73	454	1223	-0.5777673	0	0.67
3572	134	57	148	78	77	70	0.9855003	-50	1.98
3573	4411	61	8244	74	4350	8170	-0.0588943	0	0.96
3574	3231	59	8422	74	3172	8348	-0.5563933	0	0.68
3575	211	61	324	77	150	247	0.1243283	-50	1.09
3576	8547	59	20184	73	8488	20111	-0.3959293	0	0.76
3577	10082	62	19935	84	10020	19851	-0.1360623	0	0.91
3578	3308	61	5589	80	3247	5509	0.0840643	0	1.06
3579	19562	63	38906	82	19499	38824	-0.1520033	0	0.90
3580	10184	53	18316	80	10131	18236	0.0000003	0	1.00
3581	2817	53	5346	75	2764	5271	-0.0892673	0	0.94
3582	77	58	144	75	19	69	-1.0000003	-50	0.50
3583	4333	61	9404	77	4272	9327	-0.2863043	0	0.82
3584	8630	60	16363	77	8570	16286	-0.0740013	0	0.95
3585	10469	55	16236	73	10414	16163	0.2141253	0	1.16
3586	73	58	120	75	15	45	-0.7369663	-50	0.60
3587	85	53	173	82	32	91	-0.6665763	-50	0.63
3588	2133	58	3800	79	2075	3721	0.0000003	0	1.00
3589	525	55	2152	78	470	2074	-1.2863043	0	0.41
3590	12412	60	27444	76	12352	27368	-0.3040063	0	0.81
3591	172	59	200	77	113	123	0.7224663	-50	1.65
3592	8177	58	18419	76	8119	18343	-0.3219283	0	0.80
3593	79	65	289	82	14	207	-3.0588943	-50	0.12
3594	10859	60	19602	79	10799	19523	0.0000003	0	1.00
3595	214	58	250	81	156	169	0.7311833	-50	1.66
3596	16158	67	30370	88	16091	30282	-0.0588943	0	0.96
3597	5107	60	9139	82	5047	9057	0.0000003	0	1.00
3598	77	55	304	77	22	227	-2.5563933	-50	0.17
3599	189	61	508	84	128	424	-0.8889693	-50	0.54
3600	89	63	137	72	26	65	-0.4739313	-50	0.72
3601	106	58	123	82	48	41	1.0772433	-50	2.11
3602	110	62	153	86	48	67	0.3673713	-50	1.29
3603	1732	57	3346	76	1675	3270	-0.1202943	0	0.92
3604	949	61	5077	79	888	4998	-1.6438563	0	0.32
3605	9612	59	15346	87	9553	15259	0.1763233	0	1.13
3606	16046	61	29938	80	15985	29858	-0.0588943	0	0.96
3607	5978	64	8696	76	5914	8620	0.2986583	0	1.23
3608	6769	59	8835	81	6710	8754	0.4646683	0	1.38
3609	7516	60	14540	82	7456	14458	-0.1046973	0	0.93
3610	32218	63	55921	77	32155	55844	0.0565843	0	1.04
3611	6361	59	8666	81	6302	8585	0.4005383	0	1.32
3612	10523	63	15770	82	10460	15688	0.2630343	0	1.20
3613	9309	67	13327	76	9242	13251	0.3334243	0	1.26
3614	94	58	123	87	36	36	0.8479973	-50	1.80
3615	10587	61	15665	79	10526	15586	0.2868813	0	1.22
3616	2704	57	5237	75	2647	5162	-0.1202943	0	0.92
3617	6556	56	9573	75	6500	9498	0.2986583	0	1.23
3618	16014	62	26267	81	15952	26186	0.1375043	0	1.10
3619	364	64	583	82	300	501	0.1110313	-50	1.08
3620	11561	60	20151	80	11501	20071	0.0426443	0	1.03
3621	10202	64	18130	76	10138	18054	0.0143553	0	1.01
3622	3841	59	7941	81	3782	7860	-0.2009133	0	0.87
3623	2056	59	7333	74	1997	7259	-1.0000003	0	0.50
3624	8971	59	20722	79	8912	20643	-0.3584543	0	0.78
3625	4641	61	8438	78	4580	8360	-0.0145003	0	0.99
3626	1805	57	5024	78	1748	4946	-0.6438563	0	0.64
3627	2105	61	4832	79	2044	4753	-0.3770703	0	0.77
3628	13942	55	24658	77	13887	24581	0.0285693	0	1.02
3629	105	60	229	78	45	151	-0.8889693	-50	0.54
3630	7020	59	14842	77	6961	14765	-0.2344653	0	0.85
3631	25712	60	47034	85	25652	46949	-0.0291463	0	0.98
3632	157	59	222	77	98	145	0.2868813	-50	1.22
3633	112	58	234	73	54	161	-0.7369663	-50	0.60
3634	926	53	1486	79	873	1407	0.1634993	0	1.12
3635	121	61	127	78	60	49	1.1375043	-50	2.20
3636	123	55	163	72	68	91	0.4329593	-50	1.35
3637	216	60	288	78	156	210	0.4222333	-50	1.34
3638	10024	61	19028	77	9963	18951	-0.0740013	0	0.95
3639	3757	58	6812	76	3699	6736	-0.0145003	0	0.99
3640	6331	59	8639	79	6272	8560	0.4005383	0	1.32
3641	3808	56	5984	79	3752	5905	0.1890343	0	1.14
3642	4629	55	5703	75	4574	5628	0.5459683	0	1.46
3643	14497	63	25059	81	14434	24978	0.0565843	0	1.04
3644	5069	58	9783	80	5011	9703	-0.1046973	0	0.93
3645	11773	62	23129	80	11711	23049	-0.1360623	0	0.91
3646	32283	58	64039	85	32225	63954	-0.1360623	0	0.91
3647	11729	63	21291	77	11666	21214	-0.0145003	0	0.99
3648	2133	58	5241	81	2075	5160	-0.4739313	0	0.72
3649	332	66	248	78	266	170	1.4956953	-50	2.82
3650	13842	64	28093	88	13778	28005	-0.1681233	0	0.89
3651	174	59	359	78	115	281	-0.4344033	-50	0.74
3652	310	58	444	82	252	362	0.3219283	-50	1.25
3653	87	58	455	77	29	378	-2.8365013	-50	0.14
3654	2595	64	4204	82	2531	4122	0.1505603	0	1.11
3655	7560	63	14093	81	7497	14012	-0.0588943	0	0.96
3656	86	57	106	80	29	26	1.0071963	-50	2.01
3657	9846	64	18055	85	9782	17970	-0.0291463	0	0.98
3658	935	62	1362	83	873	1279	0.2986583	0	1.23
3659	1521	61	3489	78	1460	3411	-0.3770703	0	0.77
3660	93	65	120	74	28	46	0.1375043	-50	1.10
3661	9752	65	17772	82	9687	17690	-0.0145003	0	0.99
3662	5614	63	9832	81	5551	9751	0.0285693	0	1.02
3663	6999	58	13366	83	6941	13283	-0.0892673	0	0.94
3664	9681	57	19614	75	9624	19539	-0.1681233	0	0.89
3665	2678	61	4240	75	2617	4165	0.1763233	0	1.13
3666	1903	62	4102	82	1841	4020	-0.2863043	0	0.82
3667	2333	56	7311	76	2277	7235	-0.8109663	0	0.57
3668	11570	60	19026	75	11510	18951	0.1243283	0	1.09
3669	11208	55	15177	77	11153	15100	0.4114263	0	1.33
3670	765	55	4243	77	710	4166	-1.6896603	0	0.31
3671	1039	59	5286	75	980	5211	-1.5563933	0	0.34
3672	275	61	372	74	214	298	0.3673713	-50	1.29
3673	10837	58	19402	79	10779	19323	0.0000003	0	1.00
3674	21918	58	45510	81	21860	45429	-0.2009133	0	0.87
3675	433	58	628	82	375	546	0.3103403	-50	1.24
3676	101	58	320	67	43	253	-1.6896603	-50	0.31
3677	8806	59	13419	77	8747	13342	0.2387873	0	1.18
3678	167	56	211	79	111	132	0.5945493	-50	1.51
3679	514	57	882	87	457	795	0.0426443	0	1.03
3680	9363	63	12717	81	9300	12636	0.4005383	0	1.32
3681	323	57	823	74	266	749	-0.6438563	-50	0.64
3682	4355	58	6472	73	4297	6399	0.2750073	0	1.21
3683	6270	64	8556	82	6206	8474	0.4005383	0	1.32
3684	14856	61	20601	85	14795	20516	0.3785123	0	1.30
3685	20947	62	35604	75	20885	35529	0.0840643	0	1.06
3686	10036	62	18984	83	9974	18901	-0.0740013	0	0.95
3687	69	60	113	79	9	34	-1.0588943	-50	0.48
3688	295	61	497	73	234	424	-0.0145003	-50	0.99
3689	136	59	185	76	77	109	0.3448283	-50	1.27
3690	72	57	129	81	15	48	-0.8365013	-50	0.56
3691	100	60	657	83	40	574	-2.9434163	-50	0.13
3692	86	65	129	90	21	39	-0.0439433	-50	0.97
3693	56	56	118	81	0	37		-50	0.00
3694	1033	60	2048	78	973	1970	-0.1681233	0	0.89
3695	1916	57	3775	77	1859	3698	-0.1520033	0	0.90
3696	103	56	140	73	47	67	0.3334243	-50	1.26
3697	9022	62	16373	79	8960	16294	-0.0145003	0	0.99
3698	148	64	168	82	84	86	0.8155753	-50	1.76
3699	24329	58	47481	79	24271	47402	-0.1202943	0	0.92
3700	1314	59	4145	83	1255	4062	-0.8365013	0	0.56
3701	99	65	231	77	34	154	-1.3219283	-50	0.40
3702	88	65	123	81	23	42	-0.0145003	-50	0.99
3703	69	59	115	76	10	39	-1.1202943	-50	0.46
3704	18931	57	36575	79	18874	36496	-0.1046973	0	0.93
3705	100	61	647	76	39	571	-3.0588943	-50	0.12
3706	6912	54	8946	77	6858	8869	0.4750853	0	1.39
3707	20649	66	30674	87	20583	30587	0.2750073	0	1.21
3708	20853	59	40495	83	20794	40412	-0.1046973	0	0.93
3709	23335	66	30253	89	23269	30164	0.4750853	0	1.39
3710	2212	61	8087	85	2151	8002	-1.0588943	0	0.48
3711	295	65	542	86	230	456	-0.1360623	-50	0.91
3712	11240	62	21170	86	11178	21084	-0.0740013	0	0.95
3713	896	64	1397	76	832	1321	0.1763233	0	1.13
3714	5022	63	11179	84	4959	11095	-0.3219283	0	0.80
3715	137	61	183	77	76	106	0.3673713	-50	1.29
3716	15688	63	32278	80	15625	32198	-0.2009133	0	0.87
3717	570	57	1249	78	513	1171	-0.3400753	0	0.79
3718	4932	61	9140	82	4871	9058	-0.0439433	0	0.97
3719	272	59	1162	75	213	1087	-1.5145733	-50	0.35
3720	869	62	3734	77	807	3657	-1.3219283	0	0.40
3721	15060	54	20403	78	15006	20325	0.4114263	0	1.33
3722	8488	56	19254	80	8432	19174	-0.3400753	0	0.79
3723	11035	59	18410	83	10976	18327	0.1110313	0	1.08
3724	15314	57	22316	80	15257	22236	0.3103403	0	1.24
3725	2901	63	4264	81	2838	4183	0.2868813	0	1.22
3726	873	58	778	81	815	697	1.0703893	0	2.10
3727	234	58	309	82	176	227	0.4854273	-50	1.40
3728	290	58	347	74	232	273	0.6135323	-50	1.53
3729	12216	54	21478	81	12162	21397	0.0285693	0	1.02
3730	218	58	405	76	160	329	-0.1844253	-50	0.88
3731	21594	59	39285	86	21535	39199	-0.0145003	0	0.99
3732	162	62	200	78	100	122	0.5655973	-50	1.48
3733	250	59	410	75	191	335	0.0426443	-50	1.03
3734	8717	60	10834	77	8657	10757	0.5360533	0	1.45
3735	5108	61	10862	81	5047	10781	-0.2515393	0	0.84
3736	7538	62	12754	83	7476	12671	0.0840643	0	1.06
3737	1450	54	3752	77	1396	3675	-0.5563933	0	0.68
3738	3402	59	7352	87	3343	7265	-0.2688173	0	0.83
3739	26694	67	34487	85	26627	34402	0.4750853	0	1.39
3740	3331	63	6219	75	3268	6144	-0.0588943	0	0.96
3741	12075	59	18455	77	12016	18378	0.2387873	0	1.18
3742	163	55	232	77	108	155	0.3219283	-50	1.25
3743	67	64	113	85	3	28	-2.3959293	-50	0.19
3744	81	59	122	81	22	41	-0.0439433	-50	0.97
3745	126	61	314	74	65	240	-1.0291463	-50	0.49
3746	8277	60	13534	79	8217	13455	0.1375043	0	1.10
3747	8162	60	15554	80	8102	15474	-0.0892673	0	0.94
3748	19742	58	40052	81	19684	39971	-0.1681233	0	0.89
